Marke,Modell,Baujahr,Getriebe,Kilometerstand,Kraftstoffart,Verbrauch (l/100km),Motorgröße (l),Alter
8,152,2019,2,7877,1,4.91,1.0,4
8,152,2020,0,909,1,5.16,1.0,3
8,152,2019,0,3218,1,5.16,1.0,4
8,152,2019,2,4828,1,4.83,1.0,4
8,152,2019,2,2414,1,4.83,1.0,4
8,152,2019,2,80,1,4.91,1.0,4
8,152,2020,2,4319,1,4.83,1.0,3
8,152,2019,2,17702,1,4.83,1.0,4
8,152,2019,2,8046,1,4.91,1.0,4
8,152,2019,2,4356,1,4.91,1.0,4
8,152,2019,2,4992,1,4.91,1.0,4
8,152,2019,0,4990,1,5.16,1.0,4
8,152,2019,2,6437,1,4.91,1.0,4
8,152,2019,0,6115,2,4.58,1.6,4
8,152,2019,0,4261,2,4.58,1.6,4
8,152,2019,2,4539,1,4.91,1.0,4
8,152,2019,0,7076,1,5.16,1.0,4
8,152,2019,2,3014,2,4.41,1.6,4
8,152,2020,2,2378,1,4.91,1.0,3
8,152,2019,2,4345,2,4.5,1.6,4
8,152,2019,0,4828,1,5.16,1.0,4
8,152,2019,2,14081,1,4.91,1.0,4
8,152,2019,2,1609,1,4.91,1.0,4
8,152,2019,2,402,1,4.91,1.0,4
8,152,2019,1,8046,2,4.58,1.6,4
8,152,2019,2,6419,2,4.5,1.6,4
8,152,2020,2,5072,1,4.91,1.0,3
8,152,2019,2,11265,2,4.5,1.6,4
8,152,2019,2,11942,2,4.5,1.6,4
8,152,2019,2,1276,2,4.41,1.6,4
8,152,2019,2,5674,1,4.91,1.0,4
8,152,2019,0,1609,1,5.16,1.0,4
8,152,2019,2,5726,1,4.91,1.0,4
8,152,2020,2,3073,1,4.83,1.0,3
8,152,2019,2,2647,1,4.91,1.0,4
8,152,2020,0,716,1,5.16,1.0,3
8,152,2019,2,1858,1,4.91,1.0,4
8,152,2020,0,1440,1,5.16,1.0,3
8,152,2019,2,8046,2,4.5,1.6,4
8,152,2019,2,9656,2,4.5,1.6,4
8,152,2019,2,7382,2,4.5,1.6,4
8,152,2020,0,111,1,5.16,1.0,3
8,152,2020,0,1609,1,5.16,1.0,3
8,152,2019,2,5502,2,4.41,1.6,4
8,152,2020,2,1618,1,4.91,1.0,3
8,152,2020,0,160,1,5.16,1.0,3
8,152,2019,0,4667,1,5.16,1.0,4
8,152,2019,2,12913,2,4.5,1.2,4
8,152,2020,2,6247,2,4.41,1.6,3
8,152,2019,2,12144,2,4.5,1.2,4
8,152,2020,2,1596,2,4.41,1.6,3
8,152,2019,2,10460,2,4.41,1.6,4
8,152,2020,2,4828,1,4.91,1.0,3
8,152,2020,2,4828,1,4.91,1.0,3
8,152,2020,0,6778,1,5.16,1.0,3
8,152,2020,0,1609,1,5.16,1.0,3
8,152,2020,2,8046,0,4.91,1.0,3
8,115,2016,2,33322,1,3.91,1.2,7
8,115,2017,2,25715,1,3.91,1.2,6
8,115,2017,0,49871,1,3.91,1.2,6
8,115,2017,2,26795,1,3.91,1.2,6
8,115,2016,2,26600,1,3.91,1.2,7
8,115,2016,2,39126,1,3.99,1.0,7
8,115,2015,2,36866,1,3.91,1.2,8
8,115,2019,0,8724,1,5.91,2.0,4
8,115,2016,0,32186,1,3.91,1.2,7
8,115,2014,0,23335,1,3.91,1.2,9
8,115,2015,2,98296,1,3.91,1.0,8
8,115,2017,2,43688,1,3.91,1.2,6
8,115,2014,2,37819,1,3.91,1.0,9
8,115,2016,0,31979,1,3.91,1.2,7
8,115,2014,0,42806,1,4.91,1.4,9
8,115,2016,1,7053,1,3.91,1.2,7
8,115,2016,2,30577,1,3.91,1.0,7
8,115,2016,2,25891,1,3.91,1.0,7
8,115,2017,2,45428,1,3.91,1.2,6
8,115,2019,2,2829,1,4.5,1.0,4
8,115,2017,2,38068,1,3.91,1.2,6
8,115,2015,2,36581,1,3.91,1.0,8
8,115,2016,2,51056,1,3.99,1.0,7
8,115,2017,2,32321,1,3.91,1.0,6
8,115,2016,2,77248,1,3.91,1.2,7
8,115,2017,2,23713,1,3.91,1.0,6
8,115,2017,2,46661,1,3.91,1.0,6
8,115,2016,1,7945,1,3.91,1.2,7
8,115,2016,2,35112,1,3.41,1.0,7
8,115,2017,2,14556,1,3.91,1.0,6
8,115,2016,2,27072,1,3.91,1.0,7
8,115,2017,2,35980,1,3.91,1.2,6
8,115,2019,2,6775,1,4.83,1.0,4
8,115,2019,2,5067,1,4.83,1.0,4
8,115,2019,2,5632,1,4.83,1.0,4
8,115,2017,2,54765,1,3.91,1.2,6
8,115,2017,2,11714,1,3.99,1.0,6
8,115,2017,2,14686,1,3.91,1.2,6
8,115,2019,2,5008,1,4.83,1.0,4
8,115,2019,2,909,1,4.5,1.0,4
8,115,2019,2,16,1,4.5,1.0,4
8,115,2019,2,1667,1,4.83,1.0,4
8,115,2019,2,16,1,4.83,1.0,4
8,115,2019,2,5347,1,4.83,1.0,4
8,115,2019,2,5157,1,4.5,1.0,4
8,115,2020,2,16,1,4.91,1.0,3
8,115,2016,2,24658,1,3.99,1.0,7
8,115,2016,2,33683,1,3.99,1.0,7
8,115,2016,2,50216,1,3.99,1.0,7
8,115,2017,2,50779,1,3.91,1.0,6
8,115,2017,2,26332,1,3.91,1.2,6
8,115,2018,2,4288,1,4.5,1.0,5
8,115,2019,2,3286,1,4.5,1.0,4
8,115,2017,2,31967,1,3.91,1.2,6
8,115,2017,2,20945,1,3.91,1.2,6
8,115,2019,2,4145,1,4.5,1.0,4
8,115,2019,2,1272,1,4.83,1.0,4
8,115,2016,2,17329,2,3.91,1.4,7
8,115,2019,2,9287,1,4.5,1.0,4
8,115,2019,2,5557,1,4.83,1.0,4
8,115,2019,2,2584,1,4.5,1.0,4
8,115,2019,2,3310,1,4.5,1.0,4
8,115,2016,2,42745,1,3.91,1.0,7
8,115,2019,2,3481,1,4.83,1.0,4
8,115,2019,2,3192,1,4.83,1.0,4
8,115,2016,2,39428,1,3.91,1.2,7
8,115,2017,2,31478,1,3.58,1.0,6
8,115,2016,1,64695,1,3.91,1.2,7
8,115,2019,2,3432,1,4.83,1.0,4
8,115,2019,2,2040,1,4.5,1.0,4
8,115,2017,1,17752,1,3.91,1.2,6
8,115,2016,2,59545,1,3.58,1.0,7
8,115,2015,2,38884,2,2.83,1.4,8
8,115,2018,2,35402,1,3.66,1.0,5
8,115,2018,2,27036,1,3.66,1.0,5
8,115,2018,2,5764,1,4.83,1.0,5
8,115,2018,2,8629,1,4.5,1.0,5
8,115,2015,2,53760,1,3.91,1.2,8
8,115,2017,2,42039,1,3.91,1.2,6
8,115,2016,2,30268,1,5.0,1.8,7
8,115,2017,1,21766,1,3.91,1.2,6
8,115,2013,2,44723,1,4.58,1.2,10
8,115,2013,2,47264,1,4.58,1.2,10
8,115,2020,1,16,1,5.16,1.0,3
8,115,2017,2,24486,1,3.99,1.0,6
8,115,2019,2,2624,1,4.74,1.0,4
8,115,2019,2,4103,1,4.74,1.0,4
8,115,2016,2,28163,1,3.91,1.0,7
8,115,2015,2,14712,1,3.83,1.4,8
8,115,2016,2,47644,1,3.91,1.2,7
8,115,2017,2,29243,1,3.91,1.2,6
8,115,2019,2,8046,1,4.91,1.0,4
8,115,2017,2,58977,1,3.91,1.2,6
8,115,2019,2,5288,1,4.83,1.0,4
8,115,2019,2,4834,1,4.83,1.0,4
8,115,2019,2,7242,1,4.5,1.0,4
8,115,2019,2,7242,1,4.5,1.0,4
8,115,2019,2,7242,1,4.91,1.0,4
8,115,2016,2,43939,1,3.91,1.2,7
8,115,2016,2,66142,1,3.91,1.0,7
8,115,2017,2,82681,2,3.17,1.4,6
8,115,2019,2,11514,1,4.5,1.0,4
8,115,2019,2,8046,1,4.5,1.0,4
8,115,2019,2,8046,1,4.5,1.0,4
8,115,2016,2,47864,1,3.91,1.2,7
8,115,2019,2,8046,1,4.5,1.0,4
8,115,2020,2,16,1,4.58,1.0,3
8,115,2015,1,32286,1,3.99,1.0,8
8,115,2015,2,87227,1,3.91,1.2,8
8,115,2017,2,35825,1,3.91,1.0,6
8,115,2017,1,18497,1,3.91,1.2,6
8,115,2018,2,14107,1,3.66,1.0,5
8,115,2015,2,43611,1,3.91,1.2,8
8,115,2020,2,16,1,4.5,1.0,3
8,115,2017,2,19442,1,3.91,1.0,6
8,115,2014,2,12346,1,3.91,1.0,9
8,115,2015,2,52515,1,3.91,1.0,8
8,115,2014,2,81152,1,3.91,1.0,9
8,115,2017,2,17430,1,3.91,1.0,6
8,115,2018,2,8460,1,3.66,1.0,5
8,115,2018,2,27633,1,3.66,1.0,5
8,115,2016,2,22385,1,3.91,1.2,7
8,115,2019,1,8046,1,5.08,1.0,4
8,115,2015,0,30340,1,3.91,1.2,8
8,115,2016,1,27376,1,3.99,1.0,7
8,115,2019,2,4023,1,4.58,1.0,4
8,115,2017,2,35175,1,3.91,1.0,6
8,115,2020,2,16,1,4.5,1.0,3
8,115,2018,2,20910,1,3.75,1.0,5
8,115,2019,2,6924,1,4.83,1.0,4
8,115,2017,2,42385,1,3.91,1.2,6
8,115,2019,1,4362,1,5.08,1.0,4
8,115,2017,2,18166,1,3.91,1.0,6
8,115,2015,2,39435,1,3.91,1.0,8
8,115,2016,2,37193,1,3.91,1.0,7
8,115,2013,2,63240,1,4.58,1.2,10
8,115,2016,2,66926,1,3.91,1.2,7
8,115,2018,2,11791,1,3.91,1.0,5
8,115,2019,2,17,2,4.08,1.6,4
8,115,2019,2,74,2,4.08,1.6,4
8,115,2019,2,12,2,4.08,1.6,4
8,115,2019,2,123,2,4.08,1.6,4
8,115,2019,2,119,2,4.08,1.6,4
8,115,2019,2,23779,1,4.5,1.0,4
8,115,2017,1,27551,1,3.91,1.2,6
8,115,2020,1,2336,1,5.16,1.0,3
8,115,2015,2,89550,1,3.91,1.0,8
8,115,2015,2,59809,1,5.0,1.8,8
8,115,2017,2,43630,2,3.17,1.4,6
8,115,2016,2,31143,1,3.91,1.2,7
8,115,2017,2,37108,1,3.91,1.0,6
8,115,2016,2,41070,1,3.58,1.0,7
8,115,2016,1,33564,1,3.91,1.2,7
8,115,2018,1,36890,1,4.91,2.0,5
8,115,2017,2,18520,1,3.91,1.0,6
8,115,2017,1,10166,1,3.91,1.2,6
8,115,2017,2,24490,1,3.91,1.0,6
8,115,2017,2,33781,1,3.91,1.0,6
8,115,2018,2,27851,1,3.91,1.0,5
8,115,2019,1,8701,1,5.91,2.0,4
8,115,2016,2,52992,1,3.91,1.2,7
8,115,2017,2,30165,1,3.91,1.0,6
8,115,2016,2,40999,1,3.58,1.0,7
8,115,2016,2,27231,1,3.91,1.0,7
8,115,2017,2,44715,1,3.91,1.2,6
8,115,2020,2,5098,1,4.91,1.0,3
8,115,2017,1,19312,1,3.91,1.2,6
8,115,2018,2,12869,1,3.99,1.0,5
8,115,2016,1,54649,1,3.91,1.2,7
8,115,2017,2,15639,1,3.91,1.2,6
8,115,2017,2,37433,1,3.91,1.0,6
8,115,2017,2,45417,2,3.17,1.4,6
8,115,2016,2,45711,2,2.83,1.4,7
8,115,2018,2,11678,1,4.58,1.0,5
8,115,2017,2,25995,1,5.0,1.8,6
8,115,2014,2,32264,1,3.91,1.0,9
8,115,2016,1,42290,1,3.83,1.4,7
8,115,2017,2,19796,1,3.91,1.0,6
8,115,2018,1,27262,1,4.91,2.0,5
8,115,2016,2,28000,1,3.99,1.0,7
8,115,2019,2,10912,1,4.58,1.0,4
8,115,2019,2,19379,1,4.83,1.0,4
8,115,2018,2,45383,1,3.91,1.0,5
8,115,2019,1,10827,1,5.91,2.0,4
8,115,2018,1,15345,1,3.83,1.0,5
8,115,2016,2,24964,1,3.91,1.0,7
8,115,2017,2,42824,1,3.91,1.2,6
8,115,2016,2,50719,1,3.91,1.2,7
8,115,2016,2,82079,1,3.91,1.0,7
8,115,2018,2,28411,1,3.66,1.0,5
8,115,2020,2,1210,2,4.08,1.6,3
8,115,2016,2,34240,1,3.91,1.0,7
8,115,2017,2,41145,1,3.91,1.2,6
8,115,2014,2,73421,1,4.58,1.2,9
8,115,2017,2,38204,1,3.99,1.0,6
8,115,2015,2,61962,1,3.91,1.2,8
8,115,2019,1,8265,1,5.16,1.0,4
8,115,2016,2,30447,1,3.91,1.2,7
8,115,2019,2,10925,1,4.83,1.0,4
8,115,2017,2,47247,1,3.91,1.2,6
8,115,2018,2,26204,1,3.75,1.0,5
8,115,2014,1,84733,1,3.91,1.2,9
8,115,2016,2,68237,1,3.91,1.2,7
8,115,2017,1,50570,1,3.91,1.2,6
8,115,2019,2,1609,2,4.08,1.6,4
8,115,2016,1,45278,1,3.83,1.4,7
8,115,2018,2,30577,1,3.66,1.0,5
8,115,2015,2,38958,1,3.91,1.2,8
8,115,2019,1,8859,1,5.91,2.0,4
8,115,2019,2,1609,1,4.83,1.0,4
8,115,2016,2,41844,1,3.91,1.0,7
8,115,2017,2,36668,1,3.91,1.0,6
8,115,2020,2,30181,1,4.83,1.0,3
8,115,2017,2,41878,1,3.99,1.0,6
8,115,2017,1,24476,1,3.91,1.2,6
8,115,2016,2,53265,1,3.91,1.0,7
8,115,2017,2,37420,1,3.91,1.0,6
8,115,2017,2,61187,1,5.0,1.8,6
8,115,2016,2,35402,1,3.91,1.0,7
8,115,2015,2,26097,1,3.91,1.0,8
8,115,2015,2,35740,1,3.91,1.0,8
8,115,2017,2,51873,1,3.91,1.2,6
8,115,2016,2,47300,1,3.91,1.0,7
8,115,2015,2,36794,1,3.99,1.0,8
8,115,2016,2,47599,1,3.91,1.0,7
8,115,2013,2,59621,1,4.58,1.2,10
8,115,2016,2,28586,1,3.91,1.0,7
8,115,2016,2,53766,1,3.58,1.0,7
8,115,2016,2,27759,1,3.91,1.2,7
8,115,2017,2,8595,1,3.91,1.0,6
8,115,2017,2,38395,1,3.41,1.0,6
8,115,2014,2,61478,1,3.91,1.0,9
8,115,2016,2,37209,2,3.91,1.4,7
8,115,2014,1,51762,1,3.91,1.2,9
8,115,2014,2,98691,1,3.99,1.2,9
8,115,2016,2,26555,1,3.91,1.2,7
8,115,2016,1,29521,1,3.83,1.4,7
8,115,2016,2,29146,1,3.91,1.0,7
8,115,2017,2,36657,1,3.91,1.2,6
8,115,2016,2,18713,1,3.58,1.0,7
8,115,2016,2,24325,1,3.91,1.2,7
8,115,2016,2,26729,1,3.91,1.0,7
8,115,2017,2,34015,1,3.99,1.0,6
8,115,2017,2,37819,1,3.91,1.2,6
8,115,2014,2,37547,1,3.83,1.4,9
8,115,2017,1,21483,1,3.83,1.4,6
8,115,2016,2,60773,1,3.91,1.2,7
8,115,2016,2,11518,1,3.91,1.0,7
8,115,2016,2,50291,1,5.0,1.8,7
8,115,2016,2,24870,1,3.91,1.2,7
8,115,2017,1,33025,1,4.67,1.8,6
8,115,2016,2,43083,1,3.91,1.2,7
8,115,2016,2,17836,1,3.91,1.2,7
8,115,2014,2,105223,1,4.58,1.2,9
8,115,2016,2,48191,1,3.83,1.4,7
8,115,2014,2,43909,1,3.91,1.2,9
8,115,2014,2,71820,1,3.91,1.0,9
8,115,2017,2,30067,1,3.91,1.0,6
8,115,2014,2,88676,1,3.83,1.4,9
8,115,2016,2,32428,1,3.91,1.2,7
8,115,2017,2,33797,1,3.91,1.0,6
8,115,2015,2,54645,1,3.91,1.2,8
8,115,2017,2,22104,1,3.91,1.2,6
8,115,2017,2,35778,1,3.91,1.0,6
8,115,2016,2,33314,1,3.91,1.2,7
8,115,2016,2,51450,1,3.41,1.0,7
8,115,2016,1,20107,1,3.83,1.4,7
8,115,2017,2,40524,1,3.91,1.0,6
8,115,2017,2,28182,1,3.91,1.0,6
8,115,2017,2,12311,1,3.91,1.2,6
8,115,2016,2,70810,1,3.91,1.2,7
8,115,2017,2,48959,1,3.91,1.2,6
8,115,2017,2,23691,1,3.91,1.0,6
8,115,2015,2,38178,2,2.83,1.4,8
8,115,2016,2,25432,1,3.91,1.2,7
8,115,2016,2,37555,1,3.91,1.2,7
8,115,2018,2,16254,1,3.66,1.0,5
8,115,2019,1,5149,1,5.91,2.0,4
8,115,2017,2,27072,1,3.91,1.2,6
8,115,2017,2,43085,1,3.91,1.2,6
8,115,2017,2,53735,1,3.91,1.2,6
8,115,2017,2,32186,1,3.91,1.2,6
8,115,2017,2,19915,1,3.91,1.2,6
8,115,2017,2,22229,1,3.91,1.2,6
8,115,2016,2,24165,1,3.91,1.0,7
8,115,2017,2,62958,1,3.91,1.2,6
8,115,2017,2,37595,1,3.91,1.2,6
8,115,2013,2,80668,1,4.58,1.2,10
8,115,2015,2,17385,1,3.91,1.2,8
8,115,2016,2,49176,1,3.91,1.2,7
8,115,2017,2,26441,1,3.91,1.0,6
8,115,2016,2,13019,1,3.91,1.0,7
8,115,2016,2,38754,1,3.99,1.0,7
8,115,2016,2,60696,1,3.91,1.2,7
8,115,2015,2,11460,1,3.91,1.2,8
8,115,2018,2,10211,1,3.99,1.0,5
8,115,2018,1,35244,1,3.83,1.0,5
8,115,2017,2,24164,1,3.91,1.2,6
8,115,2016,2,55506,1,3.91,1.2,7
8,115,2016,2,18193,1,3.91,1.0,7
8,115,2017,2,40487,1,3.91,1.0,6
8,115,2018,2,19802,1,3.91,1.0,5
8,115,2017,2,15431,1,3.91,1.2,6
8,115,2018,2,7356,1,3.91,1.0,5
8,115,2017,2,28694,1,3.91,1.2,6
8,115,2015,2,31963,1,3.91,1.2,8
8,115,2017,2,45496,1,3.91,1.2,6
8,115,2017,2,16898,1,3.91,1.0,6
8,115,2016,2,22414,1,3.91,1.0,7
8,115,2019,2,23708,2,4.08,1.6,4
8,115,2015,2,84553,1,3.91,1.0,8
8,115,2017,2,24542,2,3.17,1.4,6
8,115,2016,2,30175,1,3.91,1.0,7
8,115,2016,2,15768,1,3.91,1.2,7
8,115,2019,2,3715,1,4.83,1.0,4
8,115,2017,2,27988,1,3.99,1.0,6
8,115,2017,2,49937,1,3.91,1.2,6
8,115,2016,2,52046,1,3.91,1.2,7
8,115,2018,2,28044,1,3.91,1.0,5
8,115,2016,2,45777,1,3.91,1.0,7
8,115,2015,2,73028,1,3.91,1.0,8
8,115,2015,2,37178,1,3.91,1.0,8
8,115,2016,2,35497,1,3.91,1.2,7
8,115,2016,2,53753,1,3.91,1.2,7
8,115,2014,2,44322,1,3.91,1.0,9
8,115,2017,2,45541,1,3.91,1.2,6
8,115,2016,2,50121,1,3.41,1.0,7
8,115,2016,2,40215,1,3.91,1.2,7
8,115,2016,2,35022,1,3.91,1.2,7
8,115,2017,2,2994,1,3.91,1.0,6
8,115,2019,2,25763,2,4.08,1.6,4
8,115,2015,2,64872,1,3.91,1.0,8
8,115,2017,2,28327,1,3.91,1.0,6
8,115,2014,2,52612,1,3.91,1.2,9
8,115,2017,2,7341,1,3.91,1.2,6
8,115,2017,1,27176,1,3.91,1.2,6
8,115,2016,2,14181,1,3.91,1.2,7
8,115,2014,2,63712,1,3.91,1.0,9
8,115,2016,2,66180,1,3.91,1.0,7
8,115,2017,2,56896,1,3.91,1.0,6
8,115,2016,2,42322,1,3.91,1.2,7
8,115,2017,2,14982,1,3.91,1.2,6
8,115,2017,2,36116,1,3.91,1.2,6
8,115,2020,2,6115,2,4.08,1.6,3
8,115,2018,2,33780,1,4.83,1.0,5
8,115,2016,2,35465,2,2.83,1.4,7
8,115,2017,2,96560,2,3.91,1.4,6
8,115,2018,2,27579,1,3.66,1.0,5
8,115,2016,2,48571,1,3.91,1.0,7
8,115,2016,2,41229,1,3.91,1.0,7
8,115,2019,2,4506,1,4.83,1.0,4
8,115,2018,2,16254,1,4.83,1.0,5
8,115,2016,2,15250,1,3.91,1.0,7
8,115,2019,2,9411,2,4.25,1.6,4
8,115,2017,2,12216,1,3.91,1.2,6
8,115,2017,2,42027,1,3.91,1.2,6
8,115,2020,2,4506,1,4.5,1.0,3
8,115,2017,2,67854,1,3.91,1.2,6
8,115,2015,2,27118,1,3.83,1.4,8
8,115,2016,2,51426,1,3.91,1.2,7
8,115,2016,2,54043,1,3.91,1.2,7
8,115,2018,2,27344,1,3.66,1.0,5
8,115,2014,2,47367,1,3.91,1.2,9
8,115,2017,2,14805,1,3.99,1.0,6
8,115,2015,2,31658,1,3.91,1.2,8
8,115,2016,2,47605,1,3.91,1.2,7
8,115,2013,2,74050,1,4.41,1.2,10
8,115,2014,1,22435,1,3.91,1.2,9
8,115,2019,1,4277,1,5.91,2.0,4
8,115,2017,2,24724,1,3.91,1.2,6
8,115,2019,1,14569,1,5.91,2.0,4
8,115,2015,2,65178,1,3.91,1.2,8
8,115,2017,2,36628,1,5.0,1.8,6
8,115,2016,2,70682,1,3.91,1.2,7
8,115,2016,2,48832,1,3.91,1.2,7
8,115,2015,2,39409,1,3.91,1.2,8
8,115,2016,2,36068,1,3.91,1.2,7
8,115,2013,2,50533,1,4.91,1.4,10
8,115,2016,2,60976,2,2.83,1.4,7
8,115,2015,2,47906,1,3.91,1.0,8
8,115,2017,2,27888,2,3.91,1.4,6
8,115,2017,1,37211,1,3.91,1.2,6
8,115,2016,2,61040,1,5.0,1.8,7
8,115,2016,2,39176,1,3.91,1.0,7
8,115,2015,2,22200,1,3.91,1.2,8
8,115,2015,2,49281,1,3.91,1.0,8
8,115,2015,2,44916,1,3.91,1.0,8
8,115,2015,2,67067,1,3.91,1.2,8
8,115,2019,2,13777,1,4.83,1.0,4
8,115,2016,2,11464,1,3.91,1.2,7
8,115,2017,2,49569,1,3.91,1.2,6
8,115,2017,2,53196,1,3.91,1.2,6
8,115,2017,2,49385,2,2.83,1.4,6
8,115,2017,2,27316,1,3.99,1.0,6
8,115,2016,2,29285,1,3.99,1.0,7
8,115,2016,2,79538,1,3.91,1.2,7
8,115,2015,2,43912,1,3.91,1.0,8
8,115,2017,2,38976,1,3.91,1.2,6
8,115,2016,2,68102,1,3.83,1.4,7
8,115,2015,2,51115,1,3.91,1.2,8
8,115,2015,2,73612,1,3.91,1.0,8
8,115,2017,2,25384,1,3.99,1.0,6
8,115,2015,2,32309,1,3.99,1.2,8
8,115,2015,2,22920,1,3.91,1.2,8
8,115,2016,2,33290,1,3.91,1.0,7
8,115,2015,2,56576,1,3.91,1.2,8
8,115,2017,2,35242,1,3.91,1.2,6
8,115,2016,2,46654,1,3.91,1.0,7
8,115,2017,2,18858,1,3.99,1.0,6
8,115,2016,2,34501,1,3.99,1.0,7
8,115,2013,2,110952,1,4.58,1.2,10
8,115,2017,1,17263,1,3.83,1.4,6
8,115,2013,2,74592,1,4.58,1.2,10
8,115,2016,2,21919,1,3.91,1.0,7
8,115,2017,2,40849,1,3.91,1.2,6
8,115,2017,2,26877,1,3.91,1.0,6
8,115,2017,2,37806,1,3.91,1.2,6
8,115,2017,2,16548,1,3.91,1.0,6
8,115,2017,1,5302,1,3.91,1.2,6
8,115,2017,2,17704,1,3.58,1.0,6
8,115,2017,2,19753,1,3.91,1.2,6
8,115,2015,2,42262,1,3.91,1.2,8
8,115,2016,1,37446,1,3.83,1.4,7
8,115,2015,2,53108,1,3.91,1.0,8
8,115,2018,2,33706,1,3.75,1.0,5
8,115,2018,2,19312,1,3.66,1.0,5
8,115,2017,2,57039,1,3.91,1.2,6
8,115,2017,1,29389,1,3.91,1.2,6
8,115,2016,2,30577,1,3.91,1.0,7
8,115,2016,2,17810,1,3.91,1.0,7
8,115,2017,2,17369,1,3.91,1.2,6
8,115,2017,2,27019,1,3.91,1.2,6
8,115,2016,2,53586,1,3.91,1.2,7
8,115,2017,2,21750,1,3.91,1.2,6
8,115,2016,2,29190,1,3.83,1.4,7
8,115,2019,2,3218,2,3.08,1.6,4
8,115,2017,2,32849,1,3.91,1.0,6
8,115,2017,2,36074,1,3.91,1.0,6
8,115,2020,2,1609,2,4.08,1.6,3
8,115,2019,1,3123,1,5.16,1.0,4
8,115,2017,2,22139,1,3.91,1.0,6
8,115,2015,2,52770,1,3.91,1.0,8
8,115,2014,2,68514,1,3.91,1.0,9
8,115,2017,2,40199,2,3.17,1.4,6
8,115,2016,2,44955,1,3.91,1.2,7
8,115,2016,2,59521,1,3.91,1.2,7
8,115,2016,1,30542,1,3.91,1.2,7
8,115,2016,2,25305,1,3.91,1.0,7
8,115,2018,1,22307,1,4.91,2.0,5
8,115,2015,2,46817,1,3.91,1.0,8
8,115,2018,2,21167,1,3.66,1.0,5
8,115,2016,2,77095,1,3.91,1.0,7
8,115,2015,2,45682,1,3.91,1.0,8
8,115,2016,2,93332,1,3.91,1.2,7
8,115,2016,2,81999,2,2.83,1.4,7
8,115,2017,2,64471,2,3.17,1.4,6
8,115,2018,2,21074,1,4.5,1.0,5
8,115,2017,2,36610,1,3.91,1.0,6
8,115,2018,2,8701,1,3.91,1.0,5
8,115,2019,0,1609,1,5.08,1.0,4
8,115,2017,1,44256,1,3.91,1.2,6
8,115,2015,1,53108,1,3.91,1.2,8
8,115,2016,2,26636,1,3.91,1.0,7
8,115,2017,2,37272,1,3.91,1.0,6
8,115,2013,2,64169,1,4.58,1.2,10
8,115,2016,2,58264,1,3.91,1.0,7
8,115,2016,2,35971,1,3.91,1.0,7
8,115,2016,2,93142,1,3.91,1.2,7
8,115,2017,2,36000,1,5.0,1.8,6
8,115,2017,2,81374,1,3.99,1.0,6
8,115,2016,2,70878,1,3.91,1.2,7
8,115,2017,2,41451,1,5.0,1.8,6
8,115,2015,2,65675,1,3.91,1.2,8
8,115,2014,0,55609,1,4.91,1.4,9
8,115,2019,2,12828,1,4.5,1.0,4
8,115,2014,2,83394,1,4.58,1.4,9
8,115,2019,2,14590,1,4.83,1.0,4
8,115,2015,2,34698,1,3.91,1.0,8
8,115,2015,2,95211,1,3.91,1.0,8
8,115,2016,2,48159,1,3.91,1.0,7
8,115,2016,2,41437,1,3.91,1.0,7
8,115,2016,2,48238,1,3.91,1.0,7
8,115,2016,2,46273,1,3.91,1.2,7
8,115,2014,1,82076,1,3.91,1.2,9
8,115,2017,1,69481,1,3.91,1.2,6
8,115,2016,2,72508,1,3.91,1.0,7
8,115,2016,2,73017,2,2.83,1.4,7
8,115,2016,2,78230,2,2.83,1.4,7
8,115,2017,1,56771,1,3.83,1.4,6
8,115,2015,2,43148,1,3.83,1.4,8
8,115,2019,2,33738,1,4.74,1.0,4
8,115,2019,2,159,2,4.08,1.6,4
8,115,2018,2,29907,1,3.75,1.0,5
8,115,2018,2,9161,1,4.58,1.0,5
8,115,2017,1,13293,1,3.91,1.2,6
8,115,2019,1,11839,1,5.16,1.0,4
8,115,2017,1,12036,1,3.91,1.2,6
8,115,2017,2,44849,2,3.17,1.4,6
8,115,2019,1,10330,1,5.16,1.0,4
8,115,2017,2,28163,1,3.91,1.2,6
8,115,2019,2,23755,1,4.5,1.0,4
8,115,2016,2,32305,1,3.91,1.2,7
8,115,2016,2,18805,1,3.91,1.0,7
8,115,2019,2,18294,1,4.83,1.0,4
8,115,2017,2,58866,1,3.91,1.0,6
8,115,2016,2,24289,1,3.58,1.0,7
8,115,2017,2,21869,1,3.91,1.2,6
8,115,2018,2,8458,1,4.5,1.0,5
8,115,2016,2,29780,1,3.91,1.2,7
8,115,2017,0,13388,1,3.91,1.2,6
8,115,2017,2,18874,1,3.91,1.0,6
8,115,2019,2,9256,1,4.83,1.0,4
8,115,2014,2,96761,1,3.91,1.0,9
8,115,2017,2,93195,1,3.91,1.2,6
8,115,2018,2,8434,1,3.75,1.0,5
8,115,2019,2,13317,1,4.83,1.0,4
8,115,2019,2,13692,1,4.83,1.0,4
8,115,2019,2,18919,1,4.83,1.0,4
8,115,2019,2,23388,1,4.5,1.0,4
8,115,2013,2,78043,1,4.41,1.2,10
8,115,2017,2,19759,1,3.99,1.0,6
8,115,2017,2,23543,1,3.91,1.2,6
8,115,2018,2,20871,1,3.75,1.0,5
8,115,2016,2,38340,1,3.91,1.2,7
